Date,Open,High,Low,Close,Adj Close,Volume
22-06-1999,0.359375,0.359375,0.345052,0.352865,0.323754,19305600
23-06-1999,0.348958,0.359375,0.345052,0.359375,0.329727,21091200
24-06-1999,0.361979,0.361979,0.348958,0.351563,0.32256,11520000
25-06-1999,0.348958,0.360677,0.348958,0.356771,0.327338,7353600
28-06-1999,0.36849,0.36849,0.354167,0.361979,0.332116,10915200
29-06-1999,0.367188,0.371094,0.361979,0.365885,0.3357,9268800
30-06-1999,0.377604,0.398438,0.369792,0.398438,0.365567,26923200
01-07-1999,0.398438,0.398438,0.356771,0.377604,0.346452,8899200
02-07-1999,0.382813,0.404948,0.375,0.404948,0.37154,22488000
06-07-1999,0.408854,0.408854,0.401042,0.40625,0.372735,19809600
07-07-1999,0.408854,0.408854,0.398438,0.398438,0.365567,6312000
08-07-1999,0.401042,0.414063,0.388021,0.407552,0.37393,18604800
09-07-1999,0.40625,0.445313,0.40625,0.442057,0.405588,21172800
12-07-1999,0.46875,0.481771,0.450521,0.46224,0.424106,40104000
13-07-1999,0.467448,0.470052,0.442708,0.463542,0.4253,13886400
14-07-1999,0.463542,0.473958,0.442708,0.445313,0.408575,13795200
15-07-1999,0.449219,0.463542,0.447917,0.447917,0.410964,13704000
16-07-1999,0.455729,0.460938,0.447917,0.457031,0.419327,10387200
19-07-1999,0.458333,0.459635,0.442708,0.445313,0.408575,4363200
20-07-1999,0.445313,0.445313,0.421875,0.4375,0.401407,17875200
21-07-1999,0.432292,0.432292,0.411458,0.424479,0.38946,11208000
22-07-1999,0.421875,0.421875,0.401042,0.404948,0.37154,21326400
23-07-1999,0.403646,0.416667,0.403646,0.404948,0.37154,8025600
26-07-1999,0.415365,0.415365,0.40625,0.40625,0.372735,6052800
27-07-1999,0.40625,0.408854,0.401042,0.407552,0.37393,9859200
28-07-1999,0.40625,0.419271,0.404948,0.414063,0.379903,24422400
29-07-1999,0.40625,0.419271,0.403646,0.417969,0.383487,38880000
30-07-1999,0.417969,0.429688,0.416667,0.419271,0.384682,45230400
02-08-1999,0.419271,0.424479,0.416667,0.423177,0.388266,31334400
03-08-1999,0.423177,0.423177,0.408854,0.41276,0.378708,25521600
04-08-1999,0.415365,0.416667,0.411458,0.41276,0.378708,8995200
05-08-1999,0.41276,0.419271,0.40625,0.419271,0.384682,24057600
06-08-1999,0.417969,0.420573,0.416667,0.419271,0.384682,18398400
09-08-1999,0.420573,0.424479,0.416667,0.419271,0.384682,3105600
10-08-1999,0.421875,0.445313,0.419271,0.427083,0.391849,21206400
11-08-1999,0.434896,0.460938,0.429688,0.455729,0.418132,19771200
12-08-1999,0.458333,0.489583,0.455729,0.477865,0.438442,23961600
13-08-1999,0.473958,0.483073,0.46875,0.472656,0.433663,8467200
16-08-1999,0.476563,0.476563,0.438802,0.454427,0.416937,22344000
17-08-1999,0.455729,0.463542,0.44401,0.455729,0.418132,19353600
18-08-1999,0.450521,0.471354,0.441406,0.466146,0.42769,27988800
19-08-1999,0.498698,0.591146,0.481771,0.565104,0.518484,196699200
20-08-1999,0.566406,0.570313,0.539063,0.559896,0.513705,35308800
23-08-1999,0.552083,0.552083,0.507813,0.526042,0.482644,50798400
24-08-1999,0.518229,0.528646,0.492188,0.523438,0.480255,39806400
25-08-1999,0.52474,0.529948,0.5,0.520833,0.477865,35035200
26-08-1999,0.520833,0.528646,0.505208,0.513021,0.470697,27537600
27-08-1999,0.523438,0.5625,0.520833,0.541667,0.49698,55238400
30-08-1999,0.550781,0.561198,0.516927,0.539714,0.495188,15864000
31-08-1999,0.541667,0.588542,0.53125,0.585938,0.537599,78686400
01-09-1999,0.585938,0.585938,0.549479,0.558594,0.512511,56534400
02-09-1999,0.540365,0.554688,0.528646,0.552083,0.506537,34108800
03-09-1999,0.5625,0.570313,0.552083,0.55599,0.510122,25886400
07-09-1999,0.565104,0.565104,0.550781,0.553385,0.507731,12441600
08-09-1999,0.554688,0.558594,0.552083,0.552083,0.506537,17006400
09-09-1999,0.557292,0.561198,0.533854,0.544271,0.499369,20947200
10-09-1999,0.553385,0.559896,0.549479,0.552083,0.506537,16742400
13-09-1999,0.554688,0.554688,0.528646,0.533854,0.489812,17443200
14-09-1999,0.533854,0.533854,0.515625,0.518229,0.475476,25036800
15-09-1999,0.511719,0.528646,0.507813,0.522135,0.47906,21273600
16-09-1999,0.515625,0.520833,0.502604,0.509115,0.467114,15811200
17-09-1999,0.505859,0.510417,0.489583,0.507813,0.465919,17164800
20-09-1999,0.498698,0.505208,0.489583,0.489583,0.449193,22910400
21-09-1999,0.479167,0.481771,0.436198,0.442708,0.406185,73732800
22-09-1999,0.442708,0.455729,0.416667,0.453125,0.415743,37598400
23-09-1999,0.454427,0.455729,0.411458,0.415365,0.381098,37958400
24-09-1999,0.416667,0.427083,0.348958,0.377604,0.346452,68491200
27-09-1999,0.402344,0.408854,0.377604,0.401042,0.367957,43200000
28-09-1999,0.401693,0.442708,0.401042,0.4375,0.401407,41318400
29-09-1999,0.446615,0.463542,0.395833,0.402344,0.369151,59404800
30-09-1999,0.416667,0.429688,0.395833,0.401042,0.367957,34252800
01-10-1999,0.394531,0.408854,0.377604,0.398438,0.365567,34776000
04-10-1999,0.411458,0.41276,0.401042,0.40625,0.372735,17760000
05-10-1999,0.40625,0.447917,0.40625,0.445313,0.408575,47808000
06-10-1999,0.446615,0.520833,0.442708,0.498698,0.457556,150873600
07-10-1999,0.519531,0.519531,0.463542,0.466146,0.42769,48729600
08-10-1999,0.466146,0.503906,0.447917,0.489583,0.449193,39892800
11-10-1999,0.49349,0.494792,0.463542,0.476563,0.437247,54446400
12-10-1999,0.479167,0.484375,0.46875,0.470052,0.431273,32299200
13-10-1999,0.464844,0.464844,0.447917,0.457031,0.419327,28036800
14-10-1999,0.458333,0.458333,0.442708,0.447917,0.410964,19233600
15-10-1999,0.425781,0.447917,0.424479,0.445313,0.408575,21072000
18-10-1999,0.446615,0.446615,0.419271,0.421875,0.387071,21518400
19-10-1999,0.434896,0.434896,0.397135,0.404948,0.37154,30892800
20-10-1999,0.411458,0.424479,0.404948,0.419271,0.384682,34872000
21-10-1999,0.417969,0.438802,0.40625,0.438802,0.402601,38212800
22-10-1999,0.4375,0.46224,0.4375,0.449219,0.412159,28675200
25-10-1999,0.446615,0.453125,0.427083,0.427083,0.391849,21384000
26-10-1999,0.445313,0.484375,0.442708,0.46875,0.430079,48124800
27-10-1999,0.471354,0.473958,0.440104,0.447917,0.410964,21412800
28-10-1999,0.450521,0.458333,0.424479,0.427083,0.391849,22276800
29-10-1999,0.432292,0.46875,0.429688,0.460938,0.422911,33052800
01-11-1999,0.453125,0.507813,0.453125,0.489583,0.449193,78254400
02-11-1999,0.498698,0.523438,0.494792,0.520833,0.477865,83750400
03-11-1999,0.541667,0.585938,0.53776,0.571615,0.524458,201168000
04-11-1999,0.578125,0.623698,0.578125,0.608073,0.557908,126033600
05-11-1999,0.625,0.630208,0.559896,0.588542,0.539988,61636800
08-11-1999,0.570313,0.622396,0.552083,0.605469,0.555519,47001600
09-11-1999,0.604167,0.606771,0.572917,0.596354,0.547156,27235200
10-11-1999,0.598307,0.598958,0.579427,0.591146,0.542377,14404800
11-11-1999,0.591146,0.664063,0.578125,0.632813,0.580607,56270400
12-11-1999,0.660156,0.666667,0.622396,0.666667,0.611668,50150400
15-11-1999,0.671224,0.691406,0.643229,0.653646,0.599721,36220800
16-11-1999,0.669271,0.729167,0.666667,0.716146,0.657065,72379200
17-11-1999,0.729167,0.78125,0.71875,0.74349,0.682153,78638400
18-11-1999,0.759115,0.765625,0.739583,0.746094,0.684542,23596800
19-11-1999,0.835938,0.924479,0.833333,0.893229,0.819539,216518400
22-11-1999,0.916016,0.916667,0.838542,0.891927,0.818344,54019200
23-11-1999,0.800781,0.83724,0.791667,0.828125,0.759806,55324800
24-11-1999,0.824219,0.833333,0.740885,0.802083,0.735912,40684800
26-11-1999,0.794271,0.802083,0.770833,0.796875,0.731134,7176000
29-11-1999,0.794271,0.804688,0.75,0.768229,0.704851,29860800
30-11-1999,0.770833,0.783854,0.721354,0.721354,0.661843,31468800
01-12-1999,0.721354,0.768229,0.721354,0.757813,0.695294,22353600
02-12-1999,0.760417,0.824219,0.760417,0.813802,0.746664,30988800
03-12-1999,0.821615,0.835938,0.783854,0.794271,0.728745,34276800
06-12-1999,0.796875,0.820313,0.796875,0.816406,0.749054,17860800
07-12-1999,0.822917,0.824219,0.757813,0.789063,0.723966,18638400
08-12-1999,0.786458,0.832031,0.783854,0.824219,0.756222,20169600
09-12-1999,0.822917,0.84375,0.770833,0.799479,0.733523,21494400
10-12-1999,0.813802,0.817708,0.776042,0.790365,0.725161,9830400
13-12-1999,0.78125,0.808594,0.770833,0.78776,0.722771,18384000
14-12-1999,0.789063,0.808594,0.766927,0.77474,0.710825,27388800
15-12-1999,0.769531,0.773438,0.731771,0.75,0.688126,20596800
16-12-1999,0.753906,0.765625,0.742188,0.744792,0.683348,13257600
17-12-1999,0.765625,0.795573,0.761719,0.783854,0.719187,26208000
20-12-1999,0.785156,0.864258,0.757813,0.848958,0.77892,40243200
21-12-1999,0.848958,0.886719,0.817708,0.885417,0.812371,38836800
22-12-1999,0.888021,0.916667,0.854167,0.90625,0.831486,25118400
23-12-1999,0.907552,0.96875,0.903646,0.966146,0.88644,28022400
27-12-1999,0.986979,0.988281,0.919271,0.929688,0.85299,20241600
28-12-1999,0.929688,0.963542,0.924479,0.927083,0.8506,17918400
29-12-1999,0.92513,0.96875,0.924479,0.958333,0.879272,13214400
30-12-1999,0.958333,0.972656,0.942708,0.966146,0.88644,13977600
31-12-1999,0.964193,0.979167,0.960938,0.977865,0.897193,12734400
03-01-2000,0.984375,0.992188,0.919271,0.97526,0.894803,30091200
04-01-2000,0.958333,0.960938,0.901042,0.949219,0.87091,30048000
05-01-2000,0.921875,0.9375,0.904948,0.917969,0.842238,18835200
06-01-2000,0.917969,0.917969,0.822917,0.858073,0.787283,12048000
07-01-2000,0.854167,0.88151,0.841146,0.872396,0.800425,7118400
10-01-2000,0.875,0.9375,0.859375,0.901042,0.826707,23985600
11-01-2000,0.895833,0.90625,0.864583,0.864583,0.793256,14812800
12-01-2000,0.864583,0.865885,0.830729,0.842448,0.772947,12355200
13-01-2000,0.841146,0.885417,0.830729,0.877604,0.805203,13219200
14-01-2000,0.890625,0.951823,0.888021,0.915365,0.839849,60456000
18-01-2000,0.927083,0.958333,0.885417,0.954427,0.875688,26164800
19-01-2000,0.958333,0.958333,0.9375,0.945313,0.867326,16468800
20-01-2000,0.953125,1.005208,0.934896,0.942708,0.864936,17956800
21-01-2000,0.940104,0.94401,0.908854,0.932292,0.855379,54427200
24-01-2000,0.96224,0.96224,0.885417,0.890625,0.81715,25694400
25-01-2000,0.894531,0.903646,0.854167,0.882813,0.809982,23712000
26-01-2000,0.882813,0.90625,0.830729,0.846354,0.776531,23246400
27-01-2000,0.852865,0.852865,0.770833,0.802083,0.735912,45820800
28-01-2000,0.791667,0.796875,0.747396,0.778646,0.714409,19444800
31-01-2000,0.782552,0.799479,0.729167,0.772135,0.708435,18240000
01-02-2000,0.773438,0.796875,0.744792,0.790365,0.725161,9297600
02-02-2000,0.794271,0.828125,0.790365,0.8125,0.74547,14904000
03-02-2000,0.838542,0.855469,0.820313,0.825521,0.757417,10824000
04-02-2000,0.851563,0.851563,0.828125,0.845052,0.775336,12369600
07-02-2000,0.848958,0.848958,0.791667,0.792969,0.72755,21748800
08-02-2000,0.8125,0.859375,0.791667,0.830729,0.762195,46881600
09-02-2000,0.861979,0.876302,0.85026,0.851563,0.78131,58905600
10-02-2000,0.903646,1.041667,0.903646,1.026042,0.941395,97008000
11-02-2000,1.076823,1.078125,0.966146,1.041667,0.955731,42379200
14-02-2000,1.044271,1.208333,1.033854,1.208333,1.108647,65011200
15-02-2000,1.210938,1.21224,1.111979,1.161458,1.065639,45048000
16-02-2000,1.174479,1.255208,1.161458,1.214844,1.114621,101956800
17-02-2000,1.213542,1.265625,1.195313,1.257813,1.154045,53577600
18-02-2000,1.239583,1.421875,1.230469,1.403646,1.287847,96086400
22-02-2000,1.359375,1.377604,1.3125,1.364583,1.252007,54249600
23-02-2000,1.348958,1.386719,1.332031,1.372396,1.259176,51139200
24-02-2000,1.380208,1.389323,1.302083,1.359375,1.247229,24432000
25-02-2000,1.360677,1.360677,1.21875,1.27474,1.169576,27873600
28-02-2000,1.268229,1.28125,1.244792,1.265625,1.161213,51787200
29-02-2000,1.257813,1.348958,1.257813,1.333333,1.223335,30604800
01-03-2000,1.333333,1.333333,1.273438,1.294271,1.187496,38356800
02-03-2000,1.304688,1.304688,1.203125,1.207031,1.107453,19104000
03-03-2000,1.208333,1.239583,1.197917,1.226563,1.125374,27369600
06-03-2000,1.234375,1.328125,1.208333,1.21875,1.118205,43209600
07-03-2000,1.5625,1.817708,1.494792,1.735677,1.592487,195220800
08-03-2000,1.734701,1.765625,1.609375,1.75,1.605628,66873600
09-03-2000,1.770833,2.25,1.765625,2.089518,1.917136,95294400
10-03-2000,2.197917,3.020833,2.182292,2.458333,2.255524,216120000
13-03-2000,2.229167,3.125,2.208333,3.109375,2.852855,241516800
14-03-2000,3.092448,3.092448,2.25,2.294271,2.104997,156777600
15-03-2000,2.458659,2.522135,2.125,2.200521,2.018981,99561600
16-03-2000,2.270833,2.348958,1.929688,1.961914,1.800058,75038400
17-03-2000,1.916667,2.229167,1.916341,2.080729,1.909072,55761600
20-03-2000,2.16276,2.231771,2.013021,2.079427,1.907878,36528000
21-03-2000,2.083333,2.101563,1.8125,1.976563,1.8135,53664000
22-03-2000,1.992188,2.052083,1.958333,1.990885,1.82664,23059200
23-03-2000,1.972656,2.135417,1.96875,2.026042,1.858897,30940800
24-03-2000,2.013021,2.104167,1.875,1.941406,1.781243,23160000
27-03-2000,1.9375,2,1.796875,1.813802,1.664166,38894400
28-03-2000,1.751302,1.770833,1.645833,1.678385,1.539921,39331200
29-03-2000,1.684896,1.723958,1.5,1.567708,1.438374,46944000
30-03-2000,1.520833,1.703125,1.46875,1.558594,1.430013,36192000
31-03-2000,1.665039,1.830729,1.635417,1.760091,1.614886,96297600
03-04-2000,1.744141,1.75,1.576823,1.622396,1.488551,32995200
04-04-2000,1.708333,1.736979,1.1875,1.5625,1.433596,51379200
05-04-2000,1.578125,2.03125,1.497396,1.910156,1.752571,63960000
06-04-2000,1.998698,2.10026,1.903646,1.998698,1.833808,40459200
07-04-2000,2.098958,2.1875,2.010417,2.136719,1.960443,31857600
10-04-2000,2.173177,2.299479,1.907552,1.947917,1.787216,39528000
11-04-2000,1.812174,1.979167,1.666667,1.832031,1.680891,45758400
12-04-2000,1.834635,1.875,1.635417,1.641927,1.50647,31344000
13-04-2000,1.654948,1.713542,1.544271,1.571615,1.441959,31329600
14-04-2000,1.471354,1.584635,1.364583,1.433268,1.315025,42192000
17-04-2000,1.3125,1.5625,1.3125,1.50651,1.382225,29409600
18-04-2000,1.658203,1.869792,1.609375,1.773438,1.627132,47750400
19-04-2000,1.829427,1.854167,1.666667,1.688802,1.549478,27835200
20-04-2000,1.734375,1.766927,1.65625,1.679688,1.541116,15393600
24-04-2000,1.583333,1.653646,1.513021,1.596354,1.464657,20596800
25-04-2000,1.667969,1.822917,1.664063,1.770833,1.624741,24969600
26-04-2000,1.894531,1.9375,1.75,1.752604,1.608016,25411200
27-04-2000,1.635417,1.914063,1.626302,1.895833,1.73943,28099200
28-04-2000,1.925781,2,1.856771,1.856771,1.70359,17904000
01-05-2000,1.927083,1.96875,1.871094,1.916667,1.758545,11942400
02-05-2000,1.916667,2.028646,1.789063,1.842448,1.690448,23400000
03-05-2000,1.830729,1.890625,1.666667,1.8125,1.662971,32918400
04-05-2000,1.808594,1.911458,1.792969,1.834635,1.68328,24120000
05-05-2000,1.826823,1.963542,1.802083,1.919271,1.760934,17059200
08-05-2000,1.869792,1.9375,1.846354,1.848958,1.696422,18513600
09-05-2000,1.880208,1.895833,1.770833,1.822917,1.672529,17683200
10-05-2000,1.804688,1.80599,1.627604,1.643229,1.507665,27408000
11-05-2000,1.666667,1.74349,1.644531,1.713542,1.572177,24590400
12-05-2000,1.760417,1.854167,1.661458,1.661458,1.52439,18782400
15-05-2000,1.653646,1.804688,1.572917,1.776042,1.629522,28209600
16-05-2000,1.854167,2.014323,1.833333,1.958333,1.796773,36643200
17-05-2000,2.0625,2.388021,2.061198,2.302083,2.112164,129062400
18-05-2000,2.315104,2.352865,2.13151,2.145833,1.968805,50990400
19-05-2000,2.083333,2.197917,2.067708,2.127604,1.95208,52118400
22-05-2000,2.104167,2.265625,1.917969,2.265625,2.078713,51715200
23-05-2000,2.208333,2.457031,2.171875,2.247396,2.061989,77856000
24-05-2000,2.244792,2.28125,1.921875,2.21875,2.035707,73963200
25-05-2000,2.251302,2.385417,2.160156,2.1875,2.007035,56918400
26-05-2000,2.198568,2.259115,2.0625,2.198568,2.017189,18345600
30-05-2000,2.257813,2.346354,2.247396,2.289063,2.100219,30364800
31-05-2000,2.28125,2.416667,2.28125,2.377604,2.181455,46953600
01-06-2000,2.447917,2.470052,2.382813,2.44401,2.242383,41899200
02-06-2000,2.494792,2.770833,2.494792,2.740885,2.514766,59217600
05-06-2000,2.736979,2.9375,2.627604,2.799805,2.568825,49190400
06-06-2000,2.809896,2.914063,2.645833,2.660156,2.440697,37588800
07-06-2000,2.640625,2.66276,2.502604,2.541667,2.331984,33235200
08-06-2000,2.606771,2.609375,2.458333,2.561198,2.349902,46070400
09-06-2000,2.609375,2.75,2.570313,2.634115,2.416805,46728000
12-06-2000,2.645833,2.667969,2.505208,2.563802,2.352291,38001600
13-06-2000,2.492188,2.645833,2.479167,2.644531,2.426361,44784000
14-06-2000,2.69401,2.708333,2.607096,2.641927,2.423972,27508800
15-06-2000,2.634115,2.710938,2.492188,2.710938,2.48729,33859200
16-06-2000,2.701172,3.125,2.700521,3.119792,2.862414,98784000
19-06-2000,3.111979,3.567708,3.033854,3.315104,3.041613,105216000
20-06-2000,3.372396,3.411458,3.229167,3.270833,3.000995,61027200
21-06-2000,3.220052,3.666667,3.220052,3.602865,3.305634,61488000
22-06-2000,3.58724,3.661458,3.372396,3.40625,3.125239,61435200
23-06-2000,3.315104,3.356771,3.083333,3.084635,2.830157,60739200
26-06-2000,3.145833,3.476563,3.096354,3.457031,3.171831,61828800
27-06-2000,3.427083,3.484375,2.877604,2.96875,2.723832,60460800
28-06-2000,3.03125,3.145833,2.770833,2.854167,2.618703,58660800
29-06-2000,2.804688,2.804688,2.395833,2.442708,2.241188,118488000
30-06-2000,2.557292,2.692708,2.432292,2.648438,2.429945,120919200
03-07-2000,2.666667,2.75,2.520833,2.546875,2.336761,23268000
05-07-2000,2.536458,2.541667,2.197917,2.273438,2.085882,77793600
06-07-2000,2.276042,2.494792,2.221354,2.411458,2.212517,60393600
07-07-2000,2.5,2.541667,2.375,2.424479,2.224463,34656000
10-07-2000,2.382813,2.609375,2.359375,2.549479,2.339151,35126400
11-07-2000,2.515625,2.885417,2.486979,2.755208,2.527907,75530400
12-07-2000,2.869792,2.976563,2.778646,2.833333,2.599587,38815200
13-07-2000,2.893229,3.114583,2.888021,3.098958,2.843299,45873600
14-07-2000,3.161458,3.221354,3,3.075521,2.821795,28020000
17-07-2000,3.122396,3.125,3.03125,3.041667,2.790735,10555200
18-07-2000,2.875,3.125,2.875,2.981771,2.735779,18367200
19-07-2000,2.875,2.895833,2.731771,2.791667,2.561359,18950400
20-07-2000,2.789063,2.9375,2.78125,2.867188,2.630651,14299200
21-07-2000,2.875,2.958333,2.833333,2.903646,2.664099,25192800
24-07-2000,2.90625,2.927083,2.541667,2.65625,2.437114,28111200
25-07-2000,2.697917,2.71875,2.552083,2.557292,2.34632,33530400
26-07-2000,2.557292,2.557292,2.296875,2.367188,2.171899,38006400
27-07-2000,2.291667,2.322917,2.166667,2.197917,2.016592,33156000
28-07-2000,2.208333,2.414063,2.083333,2.25,2.064378,51266400
31-07-2000,2.375,2.505208,2.25,2.5,2.293754,37123200
01-08-2000,2.5,2.520833,2.432292,2.450521,2.248356,35061600
02-08-2000,2.416667,2.540365,2.377604,2.5,2.293754,34543200
03-08-2000,2.25,2.666667,2.25,2.609375,2.394105,36866400
04-08-2000,2.671875,2.708333,2.614583,2.65625,2.437114,19478400
07-08-2000,2.674479,2.888021,2.664063,2.864583,2.628258,24693600
